hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
4076BA,3564,50.10027,7.72187,2019/01/10,13:35:46.889,-53.95,23.36,2024,611,120,CLU302  
780D9C,9443,50.21063,7.49419,2019/01/10,13:35:47.021,-58.42,43.53,640,714,68,CES554  
4076BA,3556,50.09994,7.72272,2019/01/10,13:35:47.347,-53.91,23.29,2024,611,120,CLU302  
4076BA,3556,50.09958,7.72375,2019/01/10,13:35:47.871,-53.84,23.21,2024,609,120,CLU302  
780D9C,9443,50.21136,7.49701,2019/01/10,13:35:48.133,-58.19,43.43,640,714,68,CES554  
4076BA,3548,50.09912,7.72491,2019/01/10,13:35:48.461,-53.78,23.12,2024,609,120,CLU302  
4076BA,3541,50.09866,7.72614,2019/01/10,13:35:49.051,-53.71,23.02,2024,607,120,CLU302  
4076BA,3525,50.09747,7.72918,2019/01/10,13:35:50.494,-53.53,22.78,2024,607,120,CLU302  
4076BA,3518,50.09711,7.73018,2019/01/10,13:35:51.016,-53.47,22.7,2024,605,120,CLU302  
780D9C,9443,50.21338,7.50475,2019/01/10,13:35:51.148,-57.54,43.18,640,714,68,CES554  
406FD8,10973,50.30696,7.60677,2019/01/10,13:35:51.803,-41.8,46.79,5212,863,292,EZY94GX 
4076BA,3495,50.09621,7.73259,2019/01/10,13:35:52.328,-53.32,22.51,2024,605,120,CLU302  
4076BA,3480,50.09542,7.73467,2019/01/10,13:35:53.310,-53.19,22.34,2024,601,120,CLU302  
4076BA,3472,50.09505,7.73568,2019/01/10,13:35:53.835,-53.13,22.27,2024,601,120,CLU302  
4076BA,3472,50.09468,7.73668,2019/01/10,13:35:54.294,-53.06,22.19,2024,601,120,CLU302  
4076BA,3465,50.09435,7.73749,2019/01/10,13:35:54.688,-53.02,22.12,2024,601,120,CLU302  
780D9C,9443,50.21613,7.51546,2019/01/10,13:35:55.276,-56.63,42.85,640,714,68,CES554  
780D9C,9443,50.21654,7.51689,2019/01/10,13:35:55.866,-56.5,42.81,640,714,68,CES554  
4076BA,3442,50.09314,7.74068,2019/01/10,13:35:56.196,-52.81,21.87,2024,601,120,CLU302  
4076BA,3426,50.09248,7.74247,2019/01/10,13:35:57.179,-52.69,21.73,2024,601,120,CLU302  
780D9C,9443,50.21745,7.52050,2019/01/10,13:35:57.180,-56.19,42.7,640,714,68,CES554  
4076BA,3419,50.09179,7.74432,2019/01/10,13:35:58.031,-52.56,21.59,2024,598,120,CLU302  
780D9C,9443,50.21860,7.52491,2019/01/10,13:35:58.947,-55.8,42.56,640,714,68,CES554  
4076BA,3396,50.09063,7.74751,2019/01/10,13:35:59.668,-52.34,21.34,2024,598,120,CLU302  
780D9C,9443,50.21919,7.52722,2019/01/10,13:35:59.800,-55.59,42.5,640,713,68,CES554  
4076BA,3381,50.08988,7.74952,2019/01/10,13:36:00.717,-52.19,21.18,2024,598,120,CLU302  
780D9C,9443,50.22149,7.53610,2019/01/10,13:36:03.274,-54.79,42.24,640,713,68,CES554  
780D9C,9443,50.22181,7.53736,2019/01/10,13:36:03.797,-54.67,42.21,640,713,68,CES554  
4076BA,3335,50.08685,7.75758,2019/01/10,13:36:04.715,-51.6,20.55,2024,598,120,CLU302  
780D9C,9443,50.22249,7.54009,2019/01/10,13:36:04.846,-54.42,42.13,640,713,68,CES554  
4076BA,3327,50.08648,7.75857,2019/01/10,13:36:05.110,-51.53,20.48,2024,598,120,CLU302  
780D9C,9443,50.22288,7.54152,2019/01/10,13:36:05.371,-54.29,42.09,640,713,68,CES554  
4076BA,3320,50.08612,7.75953,2019/01/10,13:36:05.697,-51.45,20.4,2024,596,119,CLU302  
AE04F2,2391,50.14906,8.31571,2019/01/10,13:36:06.157,60.38,34.92,3713,296,317,
AE04F2,2398,50.14920,8.31557,2019/01/10,13:36:06.551,60.35,34.93,3713,296,317,
4076BA,3305,50.08532,7.76177,2019/01/10,13:36:06.746,-51.27,20.23,2024,596,119,CLU302  
780D9C,9443,50.22391,7.54551,2019/01/10,13:36:06.943,-53.92,41.98,640,713,68,CES554  
AE04F2,2398,50.14952,8.31509,2019/01/10,13:36:07.074,60.28,34.92,3713,296,317,
AE04F2,2406,50.15017,8.31413,2019/01/10,13:36:08.384,60.14,34.92,3713,296,317,
4076BA,3274,50.08355,7.76652,2019/01/10,13:36:09.171,-50.88,19.86,2024,592,119,CLU302  
780D9C,9443,50.22586,7.55310,2019/01/10,13:36:09.893,-53.2,41.78,640,713,68,CES554  
780D9C,9443,50.22721,7.55830,2019/01/10,13:36:11.859,-52.7,41.64,640,713,68,CES554  
4076BA,3236,50.08109,7.77304,2019/01/10,13:36:12.384,-50.33,19.36,2024,590,120,CLU302  
780D9C,9443,50.22786,7.56089,2019/01/10,13:36:12.843,-52.45,41.58,640,713,68,CES554  
4076BA,3206,50.07964,7.77706,2019/01/10,13:36:14.414,-49.96,19.05,2024,588,119,CLU302  
4076BA,3190,50.07889,7.77904,2019/01/10,13:36:15.528,-49.78,18.9,2024,588,119,CLU302  
780D9C,9443,50.22977,7.56821,2019/01/10,13:36:15.727,-51.72,41.4,640,713,68,CES554  
406FD8,10966,50.32674,7.52972,2019/01/10,13:36:16.511,-46.17,51.61,5212,861,292,EZY94GX 
4076BA,3145,50.07652,7.78537,2019/01/10,13:36:18.543,-49.17,18.41,2024,588,119,CLU302  
4076BA,3129,50.07582,7.78736,2019/01/10,13:36:19.659,-48.97,18.26,2024,588,119,CLU302  
4076BA,3114,50.07499,7.78953,2019/01/10,13:36:20.706,-48.75,18.1,2024,588,119,CLU302  
4076BA,3099,50.07419,7.79168,2019/01/10,13:36:21.755,-48.52,17.93,2024,588,119,CLU302  
780D9C,9443,50.23447,7.58643,2019/01/10,13:36:22.804,-49.86,40.98,640,713,68,CES554  
4076BA,3084,50.07340,7.79383,2019/01/10,13:36:22.806,-48.29,17.77,2024,588,119,CLU302  
4076BA,3069,50.07275,7.79562,2019/01/10,13:36:23.787,-48.09,17.64,2024,588,119,CLU302  
780D9C,9443,50.23517,7.58910,2019/01/10,13:36:23.852,-49.58,40.92,640,713,68,CES554  
4076BA,3038,50.07120,7.79979,2019/01/10,13:36:26.015,-47.63,17.32,2024,587,119,CLU302  
AE04F2,2535,50.16110,8.29807,2019/01/10,13:36:27.719,57.7,34.88,3713,312,321,
4076BA,3008,50.06978,7.80376,2019/01/10,13:36:27.982,-47.15,17.03,2024,585,119,CLU302  
4076BA,2992,50.06889,7.80608,2019/01/10,13:36:29.161,-46.87,16.85,2024,585,119,CLU302  
4076BA,2977,50.06819,7.80809,2019/01/10,13:36:30.211,-46.61,16.7,2024,585,119,CLU302  
4076BA,2962,50.06744,7.81009,2019/01/10,13:36:31.193,-46.36,16.55,2024,585,119,CLU302  
4076BA,2947,50.06675,7.81202,2019/01/10,13:36:32.176,-46.11,16.41,2024,585,119,CLU302  
4076BA,2924,50.06549,7.81558,2019/01/10,13:36:33.946,-45.62,16.15,2024,583,119,CLU302  
4076BA,2909,50.06474,7.81759,2019/01/10,13:36:34.928,-45.34,16,2024,583,119,CLU302  
780D9C,9443,50.24377,7.62263,2019/01/10,13:36:36.830,-45.92,40.27,640,713,68,CES554  
406FD8,10966,50.34334,7.46470,2019/01/10,13:36:37.289,-49.12,55.84,5212,861,292,EZY94GX 
4076BA,2871,50.06268,7.82328,2019/01/10,13:36:37.814,-44.51,15.58,2024,581,119,CLU302  
4076BA,2855,50.06195,7.82546,2019/01/10,13:36:38.863,-44.17,15.43,2024,581,119,CLU302  
C01723,9747,50.11032,8.59732,2019/01/10,13:36:39.384,75.29,50.19,,,,
4076BA,2840,50.06130,7.82724,2019/01/10,13:36:39.908,-43.89,15.3,2024,581,119,CLU302  
AE04F2,2604,50.17014,8.29230,2019/01/10,13:36:40.433,56.2,35.28,3713,312,323,
780D9C,9443,50.24639,7.63283,2019/01/10,13:36:40.762,-44.74,40.11,640,713,68,CES554  
4076BA,2825,50.06053,7.82942,2019/01/10,13:36:40.829,-43.54,15.14,2024,581,118,CLU302  
4076BA,2802,50.05911,7.83333,2019/01/10,13:36:42.924,-42.89,14.86,2024,579,119,CLU302  
4076BA,2794,50.05884,7.83412,2019/01/10,13:36:43.319,-42.75,14.81,2024,579,119,CLU302  
4076BA,2779,50.05823,7.83592,2019/01/10,13:36:44.300,-42.43,14.68,2024,579,119,CLU302  
4076BA,2764,50.05746,7.83802,2019/01/10,13:36:45.283,-42.06,14.53,2024,577,118,CLU302  
4076BA,2756,50.05719,7.83882,2019/01/10,13:36:45.677,-41.92,14.48,2024,577,118,CLU302  
780D9C,9443,50.25053,7.64901,2019/01/10,13:36:47.055,-42.82,39.87,640,713,68,CES554  
4076BA,2733,50.05605,7.84200,2019/01/10,13:36:47.317,-41.33,14.25,2024,577,118,CLU302  
4076BA,2726,50.05571,7.84298,2019/01/10,13:36:47.842,-41.14,14.18,2024,577,118,CLU302  
4076BA,2711,50.05487,7.84535,2019/01/10,13:36:48.955,-40.68,14.02,2024,577,118,CLU302  
4076BA,2695,50.05431,7.84691,2019/01/10,13:36:49.872,-40.37,13.91,2024,575,118,CLU302  
4076BA,2650,50.05202,7.85335,2019/01/10,13:36:53.149,-39.01,13.46,2024,575,118,CLU302  
4076BA,2642,50.05166,7.85433,2019/01/10,13:36:53.738,-38.8,13.39,2024,575,118,CLU302  
4076BA,2634,50.05119,7.85566,2019/01/10,13:36:54.263,-38.5,13.3,2024,575,118,CLU302  
4076BA,2612,50.05022,7.85842,2019/01/10,13:36:55.771,-37.87,13.12,2024,575,118,CLU302  
4076BA,2604,50.04987,7.85942,2019/01/10,13:36:56.228,-37.63,13.05,2024,575,118,CLU302  
4076BA,2589,50.04920,7.86139,2019/01/10,13:36:57.278,-37.15,12.92,2024,574,118,CLU302  
4076BA,2574,50.04840,7.86354,2019/01/10,13:36:58.262,-36.63,12.77,2024,574,118,CLU302  
780D9C,9443,50.25815,7.67879,2019/01/10,13:36:58.653,-39.09,39.54,640,713,68,CES554  
4076BA,2566,50.04808,7.86450,2019/01/10,13:36:58.786,-36.38,12.71,2024,574,118,CLU302  
4076BA,2558,50.04743,7.86621,2019/01/10,13:36:59.704,-35.96,12.59,2024,574,118,CLU302  
780D9C,9443,50.25957,7.68421,2019/01/10,13:37:00.751,-38.39,39.49,640,713,68,CES554  
4076BA,2535,50.04631,7.86933,2019/01/10,13:37:01.276,-35.13,12.38,2024,574,118,CLU302  
4076BA,2520,50.04565,7.87134,2019/01/10,13:37:02.258,-34.57,12.25,2024,574,118,CLU302  
4076BA,2505,50.04510,7.87289,2019/01/10,13:37:03.241,-34.13,12.15,2024,574,118,CLU302  
4076BA,2497,50.04468,7.87401,2019/01/10,13:37:03.702,-33.82,12.08,2024,574,118,CLU302  
4076BA,2490,50.04433,7.87503,2019/01/10,13:37:04.160,-33.52,12.01,2024,574,118,CLU302  
4076BA,2467,50.04327,7.87792,2019/01/10,13:37:05.799,-32.66,11.82,2024,574,118,CLU302  
4076BA,2436,50.04189,7.88187,2019/01/10,13:37:07.763,-31.42,11.57,2024,574,118,CLU302  
4076BA,2429,50.04147,7.88299,2019/01/10,13:37:08.289,-31.06,11.5,2024,574,118,CLU302  
406FD8,10958,50.36884,7.36489,2019/01/10,13:37:09.337,-52.68,62.54,5212,861,292,EZY94GX 
4076BA,2353,50.03824,7.89216,2019/01/10,13:37:13.008,-27.84,10.93,2024,574,118,CLU302  
4076BA,2322,50.03695,7.89568,2019/01/10,13:37:14.842,-26.5,10.71,2024,574,118,CLU302  
4076BA,2307,50.03636,7.89744,2019/01/10,13:37:15.824,-25.79,10.61,2024,574,118,CLU302  
406FD8,10958,50.37849,7.32680,2019/01/10,13:37:21.527,-53.81,65.15,5212,861,292,EZY94GX 
406FD8,10958,50.37925,7.32380,2019/01/10,13:37:22.445,-53.9,65.35,5212,861,292,EZY94GX 
4076BA,2139,50.02872,7.91919,2019/01/10,13:37:26.835,-15.44,9.4,2024,574,118,CLU302  
4076BA,2132,50.02835,7.92013,2019/01/10,13:37:27.425,-14.93,9.35,2024,574,118,CLU302  
406FD8,10958,50.38490,7.30150,2019/01/10,13:37:29.654,-54.5,66.89,5212,859,292,EZY94GX 
406FD8,10958,50.38568,7.29839,2019/01/10,13:37:30.638,-54.59,67.1,5212,859,292,EZY94GX 
406FD8,10966,50.39112,7.27696,2019/01/10,13:37:37.455,-55.14,68.59,5212,861,292,EZY94GX 
406FD8,10958,50.39191,7.27384,2019/01/10,13:37:38.438,-55.21,68.81,5212,861,292,EZY94GX 
AE04F2,3122,50.18969,8.34159,2019/01/10,13:37:40.207,57.47,39.31,3713,312,323,
4076BA,1995,50.01903,7.94668,2019/01/10,13:37:40.993,2.68,8.17,2024,566,118,CLU302  
AE04F2,3145,50.18941,8.34389,2019/01/10,13:37:42.302,57.65,39.41,3713,312,323,
4076BA,1964,50.01582,7.95581,2019/01/10,13:37:45.908,9.86,7.86,2024,564,118,CLU302  
406FD8,10958,50.40143,7.23609,2019/01/10,13:37:50.496,-56.11,71.44,5212,863,292,EZY94GX 
406FD8,10958,50.40299,7.22997,2019/01/10,13:37:52.462,-56.25,71.87,5212,863,292,EZY94GX 
406FD8,10958,50.40462,7.22344,2019/01/10,13:37:54.559,-56.4,72.33,5212,863,292,EZY94GX 
406FD8,10958,50.40551,7.21995,2019/01/10,13:37:55.673,-56.47,72.57,5212,863,292,EZY94GX 
406FD8,10958,50.40630,7.21683,2019/01/10,13:37:56.722,-56.54,72.79,5212,863,292,EZY94GX 
406FD8,10958,50.40710,7.21354,2019/01/10,13:37:57.770,-56.61,73.02,5212,863,292,EZY94GX 
406FD8,10958,50.40788,7.21052,2019/01/10,13:37:58.687,-56.68,73.23,5212,863,292,EZY94GX 
406FD8,10958,50.40944,7.20443,2019/01/10,13:38:00.653,-56.81,73.66,5212,863,292,EZY94GX 
406FD8,10958,50.41249,7.19233,2019/01/10,13:38:04.456,-57.06,74.52,5212,863,292,EZY94GX 
406FD8,10958,50.41398,7.18639,2019/01/10,13:38:06.356,-57.18,74.94,5212,863,292,EZY94GX 
4076BA,1873,50.00116,7.99703,2019/01/10,13:38:08.912,42.98,7.28,2024,505,118,CLU302  
406FD8,10958,50.41784,7.17095,2019/01/10,13:38:11.271,-57.49,76.02,5212,864,292,EZY94GX 
AE04F2,3396,50.18238,8.37811,2019/01/10,13:38:12.648,60.46,40.71,3713,305,112,DUKE31  
4076BA,1858,49.99823,8.00527,2019/01/10,13:38:13.895,48.6,7.35,2024,501,118,CLU302  
AE04F2,3404,50.18198,8.37968,2019/01/10,13:38:14.089,60.59,40.77,3713,303,112,DUKE31  
AE04F2,3419,50.18152,8.38141,2019/01/10,13:38:15.662,60.73,40.83,3713,305,113,DUKE31  
4076BA,1842,49.99640,8.01041,2019/01/10,13:38:16.843,51.83,7.42,2024,492,118,CLU302  
AE04F2,3426,50.18115,8.38271,2019/01/10,13:38:16.973,60.84,40.87,3713,307,113,DUKE31  
AE04F2,3442,50.18071,8.38428,2019/01/10,13:38:18.415,60.97,40.93,3713,305,114,DUKE31  
4076BA,1835,49.99468,8.01519,2019/01/10,13:38:19.923,54.66,7.51,2024,488,118,CLU302  
4076BA,1827,49.99398,8.01712,2019/01/10,13:38:20.970,55.75,7.55,2024,488,118,CLU302  
AE04F2,3503,50.17854,8.39139,2019/01/10,13:38:25.101,61.58,41.17,3713,305,114,DUKE31  
AE04F2,3510,50.17809,8.39290,2019/01/10,13:38:26.214,61.71,41.22,3713,305,114,DUKE31  
4076BA,1789,49.98984,8.02878,2019/01/10,13:38:28.182,61.72,7.86,2024,474,118,CLU302  
4076BA,1789,49.98953,8.02956,2019/01/10,13:38:28.641,62.1,7.88,2024,474,118,CLU302  
AE04F2,3533,50.17731,8.39541,2019/01/10,13:38:28.705,61.92,41.31,3713,305,114,DUKE31  
AE04F2,3541,50.17708,8.39608,2019/01/10,13:38:29.231,61.98,41.33,3713,305,114,DUKE31  
4076BA,1782,49.98896,8.03115,2019/01/10,13:38:29.687,62.84,7.93,2024,474,118,CLU302  
4076BA,1774,49.98862,8.03216,2019/01/10,13:38:30.214,63.28,7.97,2024,472,118,CLU302  
4076BA,1759,49.98738,8.03563,2019/01/10,13:38:32.442,64.8,8.09,2024,470,118,CLU302  
4076BA,1736,49.98565,8.04051,2019/01/10,13:38:35.653,66.8,8.27,2024,466,118,CLU302  
AE04F2,3594,50.17488,8.40310,2019/01/10,13:38:35.850,62.57,41.57,3713,305,114,DUKE31  
4076BA,1728,49.98505,8.04228,2019/01/10,13:38:36.701,67.48,8.34,2024,466,118,CLU302  
4076BA,1721,49.98449,8.04385,2019/01/10,13:38:37.684,68.08,8.4,2024,466,118,CLU302  
AE04F2,3617,50.17382,8.40655,2019/01/10,13:38:39.256,62.85,41.69,3713,305,114,DUKE31  
AE04F2,3624,50.17344,8.40781,2019/01/10,13:38:40.370,62.95,41.74,3713,305,114,DUKE31  
4076BA,1698,49.98286,8.04838,2019/01/10,13:38:40.698,69.75,8.59,2024,464,119,CLU302  
AE04F2,3632,50.17310,8.40888,2019/01/10,13:38:41.354,63.04,41.78,3713,305,115,DUKE31  
4076BA,1690,49.98230,8.04994,2019/01/10,13:38:41.682,70.3,8.66,2024,464,119,CLU302  
AE04F2,3632,50.17296,8.40931,2019/01/10,13:38:41.814,63.07,41.79,3713,305,115,DUKE31  
AE04F2,3632,50.17279,8.40996,2019/01/10,13:38:42.402,63.12,41.82,3713,305,115,DUKE31  
4076BA,1675,49.98143,8.05233,2019/01/10,13:38:43.058,71.12,8.77,2024,462,118,CLU302  
AE04F2,3640,50.17247,8.41107,2019/01/10,13:38:43.321,63.21,41.86,3713,305,115,DUKE31  
4076BA,1667,49.98116,8.05312,2019/01/10,13:38:43.517,71.38,8.81,2024,462,118,CLU302  
AE04F2,3640,50.17227,8.41170,2019/01/10,13:38:43.780,63.26,41.88,3713,307,115,DUKE31  
AE04F2,3647,50.17213,8.41213,2019/01/10,13:38:44.303,63.3,41.9,3713,307,115,DUKE31  
4076BA,1660,49.98065,8.05450,2019/01/10,13:38:44.501,71.84,8.87,2024,462,118,CLU302  
AE04F2,3655,50.17167,8.41367,2019/01/10,13:38:45.745,63.42,41.95,3713,307,115,DUKE31  
AE04F2,3655,50.17149,8.41434,2019/01/10,13:38:46.271,63.47,41.98,3713,307,115,DUKE31  
4076BA,1637,49.97955,8.05760,2019/01/10,13:38:46.531,72.82,9.02,2024,461,119,CLU302  
AE04F2,3663,50.17135,8.41471,2019/01/10,13:38:46.728,63.5,41.99,3713,307,115,DUKE31  
AE04F2,3663,50.17113,8.41538,2019/01/10,13:38:47.253,63.56,42.02,3713,307,115,DUKE31  
4076BA,1622,49.97844,8.06077,2019/01/10,13:38:48.497,73.77,9.17,2024,461,119,CLU302  
4076BA,1606,49.97792,8.06218,2019/01/10,13:38:49.416,74.2,9.24,2024,459,118,CLU302  
AE04F2,3685,50.17026,8.41842,2019/01/10,13:38:50.202,63.79,42.13,3713,309,114,DUKE31  
4076BA,1599,49.97736,8.06375,2019/01/10,13:38:50.335,74.65,9.32,2024,459,118,CLU302  
4076BA,1591,49.97681,8.06530,2019/01/10,13:38:51.382,75.08,9.4,2024,459,118,CLU302  
4076BA,1576,49.97626,8.06686,2019/01/10,13:38:52.365,75.51,9.48,2024,461,118,CLU302  
4076BA,1538,49.97415,8.07287,2019/01/10,13:38:56.232,77.07,9.81,2024,461,118,CLU302  
AE04F2,3723,50.16806,8.42594,2019/01/10,13:38:56.822,64.37,42.43,3713,309,114,DUKE31  
AE04F2,3731,50.16762,8.42748,2019/01/10,13:38:58.459,64.48,42.49,3713,309,114,DUKE31  
AE04F2,3739,50.16747,8.42818,2019/01/10,13:38:58.854,64.53,42.52,3713,309,114,DUKE31  
4076BA,1500,49.97191,8.07936,2019/01/10,13:39:00.231,78.61,10.17,2024,461,118,CLU302  
AE04F2,3746,50.16702,8.42971,2019/01/10,13:39:00.362,64.64,42.58,3713,311,113,DUKE31  
AE04F2,3746,50.16688,8.43015,2019/01/10,13:39:00.819,64.68,42.59,3713,311,113,DUKE31  
4076BA,1500,49.97159,8.08030,2019/01/10,13:39:00.821,78.81,10.23,2024,462,118,CLU302  
AE04F2,3754,50.16669,8.43085,2019/01/10,13:39:01.279,64.73,42.62,3713,312,113,DUKE31  
4076BA,1485,49.97108,8.08167,2019/01/10,13:39:01.867,79.13,10.31,2024,462,118,CLU302  
4076BA,1477,49.97035,8.08391,2019/01/10,13:39:03.244,79.6,10.44,2024,462,118,CLU302  
4076BA,1469,49.96989,8.08521,2019/01/10,13:39:04.097,79.88,10.52,2024,462,117,CLU302  
4076BA,1462,49.96935,8.08702,2019/01/10,13:39:05.146,80.22,10.63,2024,462,117,CLU302  
AE04F2,3784,50.16492,8.43691,2019/01/10,13:39:06.784,65.17,42.86,3713,312,113,DUKE31  
4076BA,1424,49.96605,8.09937,2019/01/10,13:39:12.551,82.21,11.4,2024,462,111,CLU302  
4076BA,1408,49.96494,8.10442,2019/01/10,13:39:15.698,82.86,11.74,2024,459,108,CLU302  
4076BA,1401,49.96468,8.10567,2019/01/10,13:39:16.286,83,11.82,2024,459,108,CLU302  
4076BA,1401,49.96449,8.10668,2019/01/10,13:39:16.878,83.11,11.89,2024,459,108,CLU302  
4076BA,1393,49.96414,8.10836,2019/01/10,13:39:17.991,83.31,12,2024,459,108,CLU302  
AE04F2,3868,50.16083,8.45123,2019/01/10,13:39:19.369,66.19,43.46,3713,312,113,DUKE31  
4076BA,1386,49.96363,8.11088,2019/01/10,13:39:19.500,83.59,12.17,2024,457,107,CLU302  
4076BA,1386,49.96345,8.11192,2019/01/10,13:39:20.088,83.69,12.24,2024,455,106,CLU302  
3C674D,11270,50.18853,7.39194,2019/01/10,13:39:20.677,-65.34,47.72,,722,107,
4076BA,1378,49.96312,8.11376,2019/01/10,13:39:21.070,83.87,12.36,2024,455,106,CLU302  
4076BA,1378,49.96293,8.11474,2019/01/10,13:39:21.660,83.97,12.43,2024,455,106,CLU302  
4076BA,1370,49.96247,8.11711,2019/01/10,13:39:23.167,84.21,12.59,2024,453,106,CLU302  
4076BA,1370,49.96220,8.11868,2019/01/10,13:39:24.085,84.35,12.69,2024,453,106,CLU302  
4076BA,1363,49.96172,8.12135,2019/01/10,13:39:25.660,84.59,12.87,2024,451,106,CLU302  
AE04F2,3944,50.15803,8.46170,2019/01/10,13:39:28.609,66.89,43.92,3713,312,113,DUKE31  
4076BA,1355,49.96056,8.12800,2019/01/10,13:39:29.722,85.15,13.33,2024,444,105,CLU302  
4076BA,1355,49.96023,8.12981,2019/01/10,13:39:30.706,85.31,13.45,2024,444,105,CLU302  
3C674D,11270,50.18220,7.42268,2019/01/10,13:39:31.949,-64.66,45.52,2047,722,107,
3C674D,11263,50.18047,7.43129,2019/01/10,13:39:34.901,-64.45,44.91,2047,722,107,
3C674D,11270,50.17945,7.43604,2019/01/10,13:39:36.735,-64.34,44.56,2047,722,107,DLH4LX  
3C674D,11270,50.17889,7.43908,2019/01/10,13:39:37.653,-64.26,44.35,2047,722,107,DLH4LX  
3C674D,11270,50.17717,7.44779,2019/01/10,13:39:40.799,-64.04,43.74,2047,722,107,DLH4LX  
3C674D,11270,50.17612,7.45285,2019/01/10,13:39:43.813,-63.91,43.38,2047,722,107,DLH4LX  
3C674D,11263,50.17442,7.46102,2019/01/10,13:39:46.631,-63.69,42.8,2047,722,107,DLH4LX  
3C674D,11263,50.17382,7.46402,2019/01/10,13:39:47.679,-63.61,42.58,2047,722,107,DLH4LX  
3C674D,11263,50.17282,7.46919,2019/01/10,13:39:49.449,-63.47,42.22,2047,722,107,DLH4LX  
3C674D,11263,50.17227,7.47179,2019/01/10,13:39:50.433,-63.39,42.04,2047,724,107,DLH4LX  
3C674D,11263,50.17172,7.47446,2019/01/10,13:39:51.352,-63.32,41.85,2047,724,107,DLH4LX  
AE04F2,4150,50.14993,8.49366,2019/01/10,13:39:56.200,68.86,45.4,3713,312,113,DUKE31  
3C674D,11263,50.16842,7.49045,2019/01/10,13:39:57.117,-62.86,40.72,2047,724,107,DLH4LX  
3C674D,11270,50.16786,7.49327,2019/01/10,13:39:58.101,-62.77,40.52,2047,724,107,DLH4LX  
3C674D,11263,50.16756,7.49470,2019/01/10,13:39:58.625,-62.73,40.42,2047,722,107,DLH4LX  
3C674D,11263,50.16730,7.49609,2019/01/10,13:39:59.148,-62.68,40.32,2047,722,107,DLH4LX  
3C674D,11263,50.16705,7.49752,2019/01/10,13:39:59.542,-62.64,40.23,2047,722,107,DLH4LX  
3C674D,11263,50.16651,7.50010,2019/01/10,13:40:00.460,-62.56,40.04,2047,722,107,DLH4LX  
3C674D,11263,50.16618,7.50149,2019/01/10,13:40:01.049,-62.52,39.94,2047,722,107,DLH4LX  
3C674D,11270,50.16563,7.50410,2019/01/10,13:40:01.969,-62.44,39.76,2047,722,107,DLH4LX  
3C674D,11263,50.16539,7.50537,2019/01/10,13:40:02.491,-62.4,39.67,2047,722,107,DLH4LX  
3C674D,11263,50.16516,7.50663,2019/01/10,13:40:02.885,-62.35,39.58,2047,722,107,DLH4LX  
3C674D,11270,50.16478,7.50834,2019/01/10,13:40:03.475,-62.3,39.46,2047,722,107,DLH4LX  
3C674D,11270,50.16455,7.50945,2019/01/10,13:40:03.869,-62.27,39.38,2047,722,107,DLH4LX  
3C674D,11270,50.16423,7.51116,2019/01/10,13:40:04.459,-62.21,39.27,2047,722,107,DLH4LX  
3C674D,11270,50.16389,7.51262,2019/01/10,13:40:04.984,-62.16,39.16,2047,722,107,DLH4LX  
3C674D,11270,50.16362,7.51413,2019/01/10,13:40:05.506,-62.11,39.06,2047,722,107,DLH4LX  
3C674D,11270,50.16376,7.51335,2019/01/10,13:40:05.967,-62.14,39.11,2047,722,107,DLH4LX  
3C674D,11270,50.16241,7.51977,2019/01/10,13:40:08.521,-61.93,38.66,2047,722,107,DLH4LX  
3C674D,11270,50.16151,7.52390,2019/01/10,13:40:10.028,-61.79,38.37,2047,722,107,DLH4LX  
3C674D,11270,50.16106,7.52629,2019/01/10,13:40:11.012,-61.71,38.2,2047,722,107,DLH4LX  
3C674D,11270,50.16083,7.52744,2019/01/10,13:40:11.405,-61.67,38.12,2047,722,107,DLH4LX  
AE04F2,4279,50.14472,8.51225,2019/01/10,13:40:12.781,69.97,46.28,3713,312,113,DUKE31  
3C674D,11270,50.15994,7.53194,2019/01/10,13:40:12.849,-61.51,37.81,2047,722,107,DLH4LX  
3C674D,11270,50.15971,7.53313,2019/01/10,13:40:13.370,-61.46,37.73,2047,722,107,DLH4LX  
3C674D,11270,50.15904,7.53597,2019/01/10,13:40:14.419,-61.37,37.52,2047,722,107,DLH4LX  
3C674D,11270,50.15878,7.53721,2019/01/10,13:40:14.879,-61.33,37.44,2047,722,107,DLH4LX  
3C674D,11270,50.15826,7.53980,2019/01/10,13:40:15.861,-61.23,37.26,2047,722,107,DLH4LX  
3C674D,11270,50.15706,7.54590,2019/01/10,13:40:17.958,-61,36.84,2047,722,107,DLH4LX  
3C674D,11270,50.15654,7.54857,2019/01/10,13:40:18.877,-60.89,36.65,2047,722,107,DLH4LX  
3C674D,11270,50.15603,7.55058,2019/01/10,13:40:19.730,-60.83,36.51,2047,722,107,DLH4LX  
3C674D,11270,50.15547,7.55355,2019/01/10,13:40:20.713,-60.71,36.31,2047,722,107,DLH4LX  
3C674D,11270,50.15389,7.56141,2019/01/10,13:40:23.464,-60.39,35.76,2047,724,107,DLH4LX  
3C674D,11270,50.15366,7.56245,2019/01/10,13:40:23.922,-60.35,35.69,2047,724,107,DLH4LX  
3C674D,11270,50.15337,7.56373,2019/01/10,13:40:24.381,-60.31,35.6,2047,724,107,DLH4LX  
