"weight";"lat";"lon"
"5";"50.065";"8.613"
"5";"50.065";"8.603"
"5";"50.065";"8.593"
"5";"50.065";"7.643"
"5";"50.065";"7.532"
"5";"50.065";"7.502"
"5";"50.065";"7.492"
"5";"50.065";"7.473"
"5";"50.065";"7.452"
"5";"50.065";"7.433"
"5";"50.065";"7.423"
"5";"50.055";"8.552"
"5";"50.055";"8.173"
"5";"50.055";"7.883"
"5";"50.055";"7.752"
"5";"50.055";"7.742"
"5";"50.055";"7.712"
"5";"50.055";"7.523"
"5";"50.055";"7.513"
"5";"50.055";"7.502"
"5";"50.055";"7.492"
"5";"50.045";"8.623"
"5";"50.045";"8.593"
"5";"50.045";"8.573"
"5";"50.045";"8.543"
"5";"50.045";"8.142"
"5";"50.045";"8.132"
"5";"50.045";"8.062"
"5";"50.045";"7.933"
"5";"50.045";"7.832"
"5";"50.045";"7.792"
"5";"50.045";"7.782"
"5";"50.045";"7.712"
"5";"50.045";"7.683"
"5";"50.045";"7.643"
"5";"50.045";"7.622"
"5";"50.045";"7.613"
"5";"50.045";"7.542"
"5";"50.045";"7.523"
"5";"50.045";"7.492"
"5";"50.045";"7.372"
"5";"50.035";"8.633"
"5";"50.035";"8.163"
"5";"50.035";"8.093"
"5";"50.035";"8.052"
"5";"50.035";"7.983"
"5";"50.035";"7.382"
"5";"50.025";"8.003"
"5";"50.025";"7.532"
"5";"50.025";"7.473"
"5";"50.015";"8.533"
"5";"50.015";"8.183"
"5";"50.015";"8.153"
"5";"50.015";"8.113"
"5";"50.015";"8.093"
"5";"50.015";"8.023"
"5";"50.015";"7.903"
"5";"50.015";"7.593"
"5";"50.005";"8.103"
"5";"50.005";"7.933"
"5";"50.005";"7.782"
"5";"49.995";"7.733"
"5";"49.995";"7.532"
"5";"49.995";"7.483"
"5";"49.995";"7.473"
"5";"49.995";"7.462"
"5";"49.985";"7.973"
"5";"49.985";"7.473"
"5";"49.975";"8.093"
"5";"49.975";"7.853"
"5";"49.975";"7.822"
"5";"49.975";"7.712"
"5";"49.975";"7.593"
"5";"49.975";"7.523"
"5";"49.965";"8.122"
"5";"49.965";"8.073"
"5";"49.965";"8.062"
"5";"49.965";"7.742"
"5";"49.965";"7.613"
"5";"49.965";"7.523"
"5";"49.965";"7.502"
"5";"49.965";"7.473"
"5";"49.955";"7.923"
"5";"49.955";"7.773"
"5";"49.955";"7.653"
"5";"49.955";"7.532"
"5";"49.955";"7.502"
"5";"49.955";"7.433"
"5";"49.955";"7.382"
"5";"49.945";"7.712"
"5";"49.945";"7.702"
"5";"49.945";"7.582"
"5";"49.945";"7.462"
"5";"49.945";"7.452"
"5";"49.945";"7.412"
"5";"49.935";"8.062"
"5";"49.935";"8.003"
"5";"49.935";"7.532"
"5";"49.925";"7.723"
"5";"49.925";"7.673"
"5";"49.925";"7.603"
"5";"49.925";"7.372"
"5";"49.915";"7.992"
"5";"49.915";"7.923"
"5";"49.915";"7.912"
"5";"49.915";"7.883"
"5";"49.915";"7.733"
"5";"49.915";"7.702"
"5";"49.915";"7.643"
"5";"49.915";"7.532"
"5";"49.905";"8.103"
"5";"49.905";"8.093"
"5";"49.905";"8.032"
"5";"49.905";"8.023"
"5";"49.905";"8.013"
"5";"49.905";"7.742"
"5";"49.905";"7.733"
"5";"49.905";"7.702"
"5";"49.905";"7.662"
"5";"49.905";"7.492"
"5";"49.895";"8.073"
"5";"49.895";"7.702"
"5";"49.895";"7.542"
"5";"49.895";"7.483"
"5";"49.885";"7.933"
"5";"49.885";"7.883"
"5";"49.885";"7.622"
"5";"49.885";"7.613"
"5";"49.885";"7.603"
"5";"49.885";"7.452"
"5";"49.885";"7.433"
"5";"49.885";"7.412"
"5";"49.885";"7.202"
"5";"49.875";"7.912"
"5";"49.875";"7.773"
"5";"49.875";"7.673"
"5";"49.875";"7.382"
"5";"49.865";"8.032"
"5";"49.865";"7.752"
"5";"49.865";"7.693"
"5";"49.855";"7.242"
"5";"49.835";"7.822"
"5";"49.835";"7.693"
"5";"49.825";"7.773"
"5";"49.825";"7.763"
"5";"49.825";"7.712"
"5";"49.805";"7.733"
"5";"49.805";"7.723"
"5";"49.775";"7.813"
"5";"49.775";"7.752"
"5";"49.745";"7.782"
"5";"49.735";"7.792"
"5";"49.725";"7.803"
"5";"49.725";"6.992"
"5";"49.725";"6.983"
"5";"49.705";"7.032"
"5";"49.705";"6.992"
"5";"49.695";"7.072"
"5";"49.695";"7.053"
"5";"49.575";"7.322"
