hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
A8699A,4081,50.06223,7.85166,2019/01/11,12:26:20.434,-36.99,14.52,3241,646,275,CMB559  
A8699A,4081,50.06236,7.84930,2019/01/11,12:26:21.352,-37.66,14.61,3241,644,276,CMB559  
4951CD,3350,49.98724,7.85833,2019/01/11,12:26:22.205,-62.89,7.63,2354,579,83,TAP578G 
4951CD,3350,49.98770,7.86513,2019/01/11,12:26:25.283,-60.64,7.28,2354,579,83,TAP578G 
4951CD,3350,49.98788,7.86773,2019/01/11,12:26:26.400,-59.69,7.15,2354,579,83,TAP578G 
4951CD,3350,49.98807,7.87000,2019/01/11,12:26:27.447,-58.81,7.05,2354,579,83,TAP578G 
A8699A,4028,50.06414,7.83229,2019/01/11,12:26:28.430,-41.93,15.38,3241,620,282,CMB559  
4951CD,3350,49.98821,7.87230,2019/01/11,12:26:28.431,-57.91,6.94,2354,579,83,TAP578G 
4951CD,3350,49.98853,7.87655,2019/01/11,12:26:30.331,-56.09,6.74,2354,579,83,TAP578G 
4951CD,3350,49.98868,7.87883,2019/01/11,12:26:31.379,-55.07,6.64,2354,579,83,TAP578G 
A8699A,3998,50.06525,7.82552,2019/01/11,12:26:31.380,-43.35,15.74,3241,611,285,CMB559  
4951CD,3350,49.98898,7.88298,2019/01/11,12:26:33.214,-53.06,6.46,2354,579,83,TAP578G 
A8699A,3944,50.06763,7.81489,2019/01/11,12:26:36.164,-45.27,16.37,3241,598,291,CMB559  
A8699A,3929,50.06814,7.81284,2019/01/11,12:26:37.146,-45.6,16.5,3241,598,291,CMB559  
A8699A,3921,50.06877,7.81041,2019/01/11,12:26:38.261,-45.98,16.66,3241,594,292,CMB559  
A8699A,3906,50.06937,7.80832,2019/01/11,12:26:39.310,-46.29,16.8,3241,594,292,CMB559  
A8699A,3899,50.07001,7.80600,2019/01/11,12:26:40.359,-46.63,16.95,3241,590,293,CMB559  
4951CD,3350,49.99012,7.89910,2019/01/11,12:26:40.424,-43.49,5.87,2354,579,83,TAP578G 
A8699A,3883,50.07061,7.80378,2019/01/11,12:26:41.407,-46.95,17.1,3241,587,294,CMB559  
A8699A,3861,50.07173,7.79985,2019/01/11,12:26:43.308,-47.49,17.36,3241,585,294,CMB559  
4951CD,3350,49.99059,7.90600,2019/01/11,12:26:43.504,-38.36,5.66,2354,579,83,TAP578G 
A8699A,3853,50.07234,7.79769,2019/01/11,12:26:44.357,-47.78,17.51,3241,581,295,CMB559  
A8699A,3845,50.07284,7.79599,2019/01/11,12:26:45.208,-48,17.63,3241,579,295,CMB559  
4951CD,3350,49.99091,7.91045,2019/01/11,12:26:45.471,-34.67,5.56,2354,579,83,TAP578G 
A8699A,3838,50.07340,7.79413,2019/01/11,12:26:46.125,-48.24,17.76,3241,577,295,CMB559  
4951CD,3350,49.99110,7.91290,2019/01/11,12:26:46.584,-32.5,5.5,2354,579,83,TAP578G 
4951CD,3350,49.99255,7.93263,2019/01/11,12:26:55.367,-12.08,5.28,2354,579,83,TAP578G 
4951CD,3350,49.99278,7.93495,2019/01/11,12:26:56.417,-9.41,5.28,2354,581,83,TAP578G 
A8699A,3716,50.08044,7.76921,2019/01/11,12:26:58.448,-51.09,19.47,3241,561,294,CMB559  
344508,10577,49.73955,7.16410,2019/01/11,12:27:00.413,-105.33,60.37,2517,844,270,LAN705A 
A8699A,3670,50.08271,7.76110,2019/01/11,12:27:02.575,-51.9,20.04,3241,555,294,CMB559  
A8699A,3663,50.08318,7.75932,2019/01/11,12:27:03.428,-52.07,20.16,3241,555,294,CMB559  
A8699A,3647,50.08374,7.75739,2019/01/11,12:27:04.411,-52.25,20.3,3241,555,294,CMB559  
A8699A,3640,50.08429,7.75548,2019/01/11,12:27:05.330,-52.42,20.43,3241,555,294,CMB559  
A8699A,3617,50.08527,7.75189,2019/01/11,12:27:07.230,-52.75,20.68,3241,551,294,CMB559  
A8699A,3579,50.08704,7.74572,2019/01/11,12:27:10.375,-53.28,21.12,3241,551,294,CMB559  
A8699A,3571,50.08755,7.74388,2019/01/11,12:27:11.358,-53.44,21.25,3241,551,294,CMB559  
A8699A,3564,50.08816,7.74172,2019/01/11,12:27:12.408,-53.61,21.41,3241,551,294,CMB559  
A8699A,3548,50.08923,7.73792,2019/01/11,12:27:14.374,-53.92,21.68,3241,551,294,CMB559  
A8699A,3503,50.09188,7.72888,2019/01/11,12:27:19.157,-54.59,22.33,3241,551,294,CMB559  
A8699A,3487,50.09280,7.72556,2019/01/11,12:27:20.863,-54.84,22.57,3241,537,295,CMB559  
A8699A,3480,50.09335,7.72368,2019/01/11,12:27:21.846,-54.97,22.71,3241,537,295,CMB559  
A8699A,3457,50.09450,7.71970,2019/01/11,12:27:24.007,-55.25,23,3241,529,295,CMB559  
A8699A,3434,50.09564,7.71573,2019/01/11,12:27:26.041,-55.51,23.29,3241,529,295,CMB559  
A8699A,3404,50.09779,7.70828,2019/01/11,12:27:30.102,-55.99,23.83,3241,525,294,CMB559  
A8699A,3388,50.09835,7.70632,2019/01/11,12:27:31.086,-56.12,23.97,3241,525,294,CMB559  
A8699A,3366,50.09935,7.70272,2019/01/11,12:27:33.053,-56.34,24.23,3241,522,294,CMB559  
A14C29,3708,50.23787,7.77142,2019/01/11,12:27:37.639,-29.44,34.73,,,,
4951CD,3327,50.01375,8.03086,2019/01/11,12:27:42.226,51.04,9.84,2354,568,69,TAP578G 
75044B,11270,50.34334,7.64085,2019/01/11,12:29:11.558,-36.13,49.19,5265,,,MAS3    
75044B,11270,50.34183,7.65733,2019/01/11,12:29:16.603,-34.72,48.54,5265,859,98,MAS3    
400A25,10966,50.29276,7.76791,2019/01/11,12:29:16.603,-25.87,40.57,,,,
400A25,10966,50.30067,7.73786,2019/01/11,12:29:26.893,-29.04,42.11,,818,293,
400A25,10966,50.30221,7.73200,2019/01/11,12:29:28.795,-29.63,42.41,1142,818,293,BAW697V 
400A25,10966,50.30301,7.72903,2019/01/11,12:29:29.843,-29.92,42.57,1142,818,293,BAW697V 
4951CD,2741,50.06937,8.26020,2019/01/11,12:29:33.514,67.88,26.51,2354,568,69,TAP578G 
400A25,10966,50.30719,7.71314,2019/01/11,12:29:35.282,-31.42,43.42,1142,818,293,BAW697V 
4951CD,2741,50.07028,8.26418,2019/01/11,12:29:35.415,67.98,26.81,2354,559,69,TAP578G 
400A25,10966,50.30795,7.71016,2019/01/11,12:29:36.266,-31.7,43.58,1142,818,293,BAW697V 
4951CD,2741,50.07131,8.26825,2019/01/11,12:29:37.445,68.07,27.11,2354,559,69,TAP578G 
400A25,10966,50.31010,7.70192,2019/01/11,12:29:39.020,-32.44,44.03,1142,818,293,BAW697V 
400A25,10966,50.31537,7.68190,2019/01/11,12:29:45.900,-34.16,45.14,1142,818,293,BAW697V 
400A25,10966,50.31617,7.67892,2019/01/11,12:29:46.949,-34.41,45.3,1142,816,293,BAW697V 
400A25,10966,50.39474,7.37819,2019/01/11,12:31:28.601,-50.38,64.13,1142,818,293,BAW697V 
44CE77,11270,50.16721,7.58213,2019/01/11,12:33:52.786,-57.41,35.65,,,,
4CA24D,3404,49.97057,7.75345,2019/01/11,12:34:25.556,-82.17,13.84,,,,
4CA24D,3396,49.97081,7.75548,2019/01/11,12:34:26.542,-82.01,13.71,2352,513,80,
44CE77,11270,50.15729,7.70156,2019/01/11,12:34:32.044,-47.63,29.18,,,,
01013C,10966,50.26648,7.76040,2019/01/11,12:34:35.519,-28.68,37.99,,875,293,MSR777  
4CA24D,3350,49.97304,7.77513,2019/01/11,12:34:36.698,-80.32,12.39,2352,513,80,
01013C,10966,50.26971,7.74848,2019/01/11,12:34:39.386,-29.98,38.62,535,875,293,MSR777  
4CA24D,3350,49.97369,7.78085,2019/01/11,12:34:39.584,-79.76,12.02,2352,509,79,
44CE77,11270,50.15524,7.72554,2019/01/11,12:34:39.975,-44.92,28.01,,790,97,
4CA24D,3350,49.97392,7.78266,2019/01/11,12:34:40.500,-79.56,11.9,2352,509,79,
44CE77,11270,50.15501,7.72807,2019/01/11,12:34:40.829,-44.61,27.89,110,790,97,
01013C,10966,50.27148,7.74187,2019/01/11,12:34:41.416,-30.68,38.98,535,874,293,MSR777  
4CA24D,3350,49.97415,7.78463,2019/01/11,12:34:41.549,-79.35,11.77,2352,509,79,
44CE77,11270,50.15468,7.73200,2019/01/11,12:34:41.943,-44.13,27.71,110,790,97,
4CA24D,3350,49.97433,7.78656,2019/01/11,12:34:42.532,-79.16,11.64,2352,507,79,
4CA24D,3350,49.97507,7.79263,2019/01/11,12:34:45.678,-78.45,11.25,2352,507,79,
01013C,10966,50.28000,7.71018,2019/01/11,12:34:51.509,-33.79,40.72,535,874,293,MSR777  
4CA24D,3350,49.97760,7.81410,2019/01/11,12:34:56.820,-75.49,9.89,2352,507,79,RYR8EX  
4CA24D,3350,49.97802,7.81811,2019/01/11,12:34:58.851,-74.86,9.64,2352,507,79,RYR8EX  
4BAA08,10966,49.93405,7.88826,2019/01/11,12:35:01.342,-102.27,4.12,,853,263,
4CA24D,3350,49.97867,7.82360,2019/01/11,12:35:01.735,-73.9,9.3,2352,507,79,RYR8EX  
44CE77,11278,50.14925,7.79437,2019/01/11,12:35:02.521,-35.06,25.01,110,790,97,
4CA24D,3350,49.97937,7.82971,2019/01/11,12:35:04.881,-72.75,8.94,2352,505,79,RYR8EX  
4BAA08,10966,49.93291,7.87496,2019/01/11,12:35:05.275,-100.89,5.07,,853,263,
4CA24D,3350,49.97960,7.83166,2019/01/11,12:35:05.929,-72.35,8.82,2352,505,79,RYR8EX  
44CE77,11278,50.14789,7.80994,2019/01/11,12:35:07.568,-32.31,24.42,110,790,97,
4CA24D,3350,49.98001,7.83528,2019/01/11,12:35:07.765,-71.59,8.61,2352,505,79,RYR8EX  
4CA24D,3350,49.98070,7.84113,2019/01/11,12:35:10.844,-70.26,8.27,2352,505,80,RYR8EX  
4BAA08,10966,49.93091,7.85196,2019/01/11,12:35:12.482,-99.46,6.72,3214,853,263,
4CA24D,3350,49.98137,7.84825,2019/01/11,12:35:14.515,-68.54,7.86,2352,505,81,RYR8EX  
4BAA08,10966,49.92952,7.83600,2019/01/11,12:35:17.463,-98.82,7.86,3214,853,263,
4CA24D,3350,49.98211,7.85998,2019/01/11,12:35:20.479,-65.4,7.2,2352,507,85,RYR8EX  
4BAA08,10966,49.92847,7.82414,2019/01/11,12:35:21.002,-98.47,8.72,3214,853,263,
4CA24D,3343,49.98221,7.86272,2019/01/11,12:35:21.920,-64.6,7.04,2352,507,85,RYR8EX  
4CA24D,3343,49.98225,7.86369,2019/01/11,12:35:22.380,-64.31,6.99,2352,507,85,RYR8EX  
4CA24D,3335,49.98235,7.86762,2019/01/11,12:35:24.347,-63.09,6.77,2352,509,87,RYR8EX  
4CA24D,3327,49.98239,7.87126,2019/01/11,12:35:26.181,-61.91,6.57,2352,509,87,RYR8EX  
4BAA08,10966,49.92662,7.80259,2019/01/11,12:35:27.556,-97.95,10.27,3214,851,263,
4CA24D,3320,49.98235,7.87510,2019/01/11,12:35:28.146,-60.61,6.35,2352,513,88,RYR8EX  
4CA24D,3312,49.98235,7.87691,2019/01/11,12:35:29.064,-59.94,6.25,2352,513,88,RYR8EX  
4BAA08,10966,49.92613,7.79704,2019/01/11,12:35:29.393,-97.85,10.67,3214,851,263,
4BAA08,10966,49.92583,7.79346,2019/01/11,12:35:30.440,-97.78,10.93,3214,851,263,THY2QL  
4CA24D,3297,49.98225,7.88088,2019/01/11,12:35:31.031,-58.45,6.03,2352,514,91,RYR8EX  
4CA24D,3297,49.98221,7.88312,2019/01/11,12:35:32.146,-57.54,5.91,2352,516,91,RYR8EX  
4BAA08,10966,49.92527,7.78723,2019/01/11,12:35:32.343,-97.68,11.38,3214,851,263,THY2QL  
4BAA08,10966,49.92499,7.78381,2019/01/11,12:35:33.455,-97.62,11.62,3214,851,263,THY2QL  
4CA24D,3274,49.98175,7.89173,2019/01/11,12:35:36.469,-53.74,5.45,2352,516,93,RYR8EX  
4CA24D,3259,49.98146,7.89583,2019/01/11,12:35:38.502,-51.67,5.23,2352,520,94,RYR8EX  
4BAA08,10966,49.92329,7.76430,2019/01/11,12:35:39.353,-97.35,13.03,3214,851,263,THY2QL  
4CA24D,3251,49.98134,7.89794,2019/01/11,12:35:39.550,-50.48,5.12,2352,520,96,RYR8EX  
4CA24D,3236,49.98090,7.90422,2019/01/11,12:35:42.696,-46.58,4.81,2352,520,96,RYR8EX  
4CA24D,3228,49.98065,7.90799,2019/01/11,12:35:44.533,-43.86,4.64,2352,520,96,RYR8EX  
4CA24D,3221,49.98051,7.90987,2019/01/11,12:35:45.449,-42.4,4.55,2352,520,96,RYR8EX  
4CA24D,3213,49.98038,7.91182,2019/01/11,12:35:46.434,-40.79,4.47,2352,520,95,RYR8EX  
4BAA08,10966,49.92101,7.73799,2019/01/11,12:35:47.416,-97.07,14.93,3214,851,263,THY2QL  
4CA24D,3213,49.98025,7.91402,2019/01/11,12:35:47.546,-38.84,4.38,2352,520,95,RYR8EX  
4CA24D,3206,49.98010,7.91637,2019/01/11,12:35:48.726,-36.62,4.29,2352,520,95,RYR8EX  
4BAA08,10966,49.92015,7.72821,2019/01/11,12:35:50.364,-96.99,15.63,3214,851,263,THY2QL  
4CA24D,3183,49.97955,7.92440,2019/01/11,12:35:52.724,-27.85,4.01,2352,520,95,RYR8EX  
4BAA08,10966,49.91931,7.71847,2019/01/11,12:35:53.314,-96.9,16.33,3214,850,263,THY2QL  
4CA24D,3175,49.97946,7.92626,2019/01/11,12:35:53.642,-25.51,3.96,2352,520,95,RYR8EX  
4BAA08,10966,49.91908,7.71573,2019/01/11,12:35:54.296,-96.88,16.53,3214,850,263,THY2QL  
4BAA08,10966,49.91853,7.70951,2019/01/11,12:35:56.264,-96.84,16.98,3214,850,263,THY2QL  
4BAA08,10966,49.91670,7.68870,2019/01/11,12:36:02.490,-96.7,18.48,3214,850,263,THY2QL  
4CA24D,3114,49.97778,7.95262,2019/01/11,12:36:06.749,15.84,3.65,2352,520,95,RYR8EX  
4BAA08,10966,49.91510,7.67063,2019/01/11,12:36:08.191,-96.61,19.79,3214,850,263,THY2QL  
4BAA08,10966,49.91401,7.65814,2019/01/11,12:36:12.060,-96.54,20.69,3214,848,263,THY2QL  
4CA24D,3069,49.97662,7.97058,2019/01/11,12:36:15.663,40.36,3.97,2352,520,95,RYR8EX  
4CA24D,3061,49.97653,7.97266,2019/01/11,12:36:16.776,42.51,4.04,2352,520,95,RYR8EX  
4BAA08,10966,49.91182,7.63320,2019/01/11,12:36:19.595,-96.43,22.49,3214,848,263,THY2QL  
4CA24D,3046,49.97612,7.97875,2019/01/11,12:36:19.727,48.25,4.25,2352,520,95,RYR8EX  
4CA24D,2977,49.97434,8.00814,2019/01/11,12:36:34.472,65.26,5.64,2352,520,95,RYR8EX  
4BAA08,10966,49.90609,7.56884,2019/01/11,12:36:39.652,-96.23,27.14,3214,848,263,THY2QL  
4BAA08,10966,49.90549,7.56193,2019/01/11,12:36:41.682,-96.21,27.64,3214,848,263,THY2QL  
4BAA08,10966,49.90516,7.55845,2019/01/11,12:36:42.797,-96.21,27.89,3214,848,263,THY2QL  
4BAA08,10966,49.90448,7.55093,2019/01/11,12:36:44.958,-96.19,28.44,3214,848,263,THY2QL  
4BAA08,10966,49.90423,7.54805,2019/01/11,12:36:45.941,-96.18,28.64,3214,848,263,THY2QL  
4BAA08,10966,49.90366,7.54183,2019/01/11,12:36:47.843,-96.17,29.09,3214,848,263,THY2QL  
4CA24D,2901,49.97238,8.03843,2019/01/11,12:36:49.742,73.66,7.44,2352,520,95,RYR8EX  
4CA24D,2794,49.96968,8.08000,2019/01/11,12:37:10.586,79.59,10.15,2352,514,95,RYR8EX  
4CA24D,2787,49.96954,8.08178,2019/01/11,12:37:11.503,79.78,10.27,2352,514,95,RYR8EX  
4CA24D,2779,49.96930,8.08565,2019/01/11,12:37:13.405,80.15,10.53,2352,518,96,RYR8EX  
4CA24D,2741,49.96610,8.13345,2019/01/11,12:37:37.391,83.57,13.8,2352,518,96,RYR8EX  
4CA24D,2741,49.96535,8.14547,2019/01/11,12:37:43.485,84.17,14.64,2352,514,95,RYR8EX  
AB4866,11270,49.89212,7.52180,2019/01/11,12:38:50.860,-97.48,30.74,,833,111,
AB4866,11270,49.89050,7.52823,2019/01/11,12:38:53.024,-97.83,30.32,,833,111,
AB4866,11270,49.87714,7.58138,2019/01/11,12:39:10.718,-101.1,26.99,1152,833,111,
AB4866,11270,49.86864,7.61504,2019/01/11,12:39:21.927,-103.68,24.99,1152,833,111,
AB4866,11270,49.86713,7.62104,2019/01/11,12:39:24.022,-104.18,24.65,1152,833,111,
AB4866,11270,49.86186,7.64179,2019/01/11,12:39:30.904,-106.09,23.49,1152,833,111,
AB4866,11270,49.85805,7.65688,2019/01/11,12:39:35.951,-107.61,22.68,1152,833,111,
AB4866,11270,49.85573,7.66600,2019/01/11,12:39:38.967,-108.6,22.21,1152,833,111,
AB4866,11270,49.85149,7.68301,2019/01/11,12:39:44.604,-110.58,21.36,1152,833,111,DAL468  
AB4866,11270,49.84609,7.70424,2019/01/11,12:39:51.745,-113.39,20.37,1152,833,111,DAL468  
AB4866,11270,49.84078,7.72524,2019/01/11,12:39:58.694,-116.54,19.47,1152,835,111,DAL468  
40666C,11575,50.25645,7.80918,2019/01/11,12:40:06.033,-22.49,35.86,,,,
AB4866,11270,49.82714,7.77891,2019/01/11,12:40:16.651,-126.84,17.65,1152,835,111,DAL468  
40666C,11575,50.26645,7.77060,2019/01/11,12:40:19.405,-27.32,37.74,,796,292,
40666C,11575,50.26721,7.76748,2019/01/11,12:40:20.453,-27.68,37.89,,794,292,
40666C,11575,50.27213,7.74855,2019/01/11,12:40:27.139,-29.79,38.87,3117,794,292,
40666C,11575,50.27307,7.74492,2019/01/11,12:40:28.253,-30.18,39.06,3117,794,292,
40666C,11575,50.27511,7.73697,2019/01/11,12:40:31.069,-31.01,39.48,3117,794,292,
40666C,11575,50.27716,7.72896,2019/01/11,12:40:33.890,-31.82,39.91,3117,794,292,EZY7498 
40666C,11575,50.27779,7.72650,2019/01/11,12:40:34.936,-32.06,40.04,3117,794,292,EZY7498 
AB4866,11270,49.81150,7.84008,2019/01/11,12:40:37.035,-143.51,16.63,1152,835,111,DAL468  
40666C,11575,50.28172,7.71125,2019/01/11,12:40:40.049,-33.53,40.87,3117,794,292,EZY7498 
40666C,11575,50.28238,7.70869,2019/01/11,12:40:41.033,-33.77,41.01,3117,794,292,EZY7498 
AB4866,11270,49.80824,7.85300,2019/01/11,12:40:41.359,-147.73,16.57,1152,835,111,DAL468  
4CA898,11880,50.34159,7.64708,2019/01/11,12:40:42.342,-35.68,48.82,4730,809,106,
40666C,11575,50.28378,7.70322,2019/01/11,12:40:42.868,-34.27,41.31,3117,794,292,EZY7498 
4CA898,11880,50.33821,7.66463,2019/01/11,12:40:48.045,-34.27,47.96,4730,809,106,
40666C,11575,50.28818,7.68609,2019/01/11,12:40:48.831,-35.78,42.27,3117,794,292,EZY7498 
40740B,10669,49.83325,7.52455,2019/01/11,12:41:13.211,-105.56,32.47,,816,108,
40666C,11575,50.31212,7.59300,2019/01/11,12:41:21.337,-42.54,47.79,3117,794,292,EZY7498 
40666C,11575,50.31873,7.56728,2019/01/11,12:41:30.187,-44.05,49.39,3117,794,292,EZY7498 
40740B,10669,49.80656,7.64699,2019/01/11,12:41:54.173,-115.99,26.24,4734,818,108,TCX48ZT 
40666C,11575,50.33680,7.49691,2019/01/11,12:41:54.699,-47.61,53.88,3117,794,292,EZY7498 
40740B,10669,49.80460,7.65603,2019/01/11,12:41:57.188,-117.02,25.85,4734,818,108,TCX48ZT 
40666C,11575,50.33912,7.48770,2019/01/11,12:41:57.779,-48.02,54.48,3117,792,292,EZY7498 
40666C,11583,50.34132,7.47909,2019/01/11,12:42:00.857,-48.4,55.04,3117,792,292,EZY7498 
40666C,11583,50.34895,7.44918,2019/01/11,12:42:11.475,-49.62,57.01,3117,792,292,EZY7498 
40666C,11583,50.35048,7.44309,2019/01/11,12:42:13.444,-49.86,57.41,3117,792,292,EZY7498 
40666C,11583,50.35253,7.43500,2019/01/11,12:42:16.260,-50.17,57.95,3117,792,292,EZY7498 
40666C,11583,50.35393,7.42950,2019/01/11,12:42:18.357,-50.38,58.31,3117,792,292,EZY7498 
40666C,11583,50.35486,7.42587,2019/01/11,12:42:19.406,-50.51,58.56,3117,792,292,EZY7498 
40666C,11583,50.35561,7.42285,2019/01/11,12:42:20.519,-50.63,58.76,3117,792,292,EZY7498 
40666C,11583,50.35625,7.42030,2019/01/11,12:42:21.505,-50.72,58.93,3117,792,292,EZY7498 
40666C,11583,50.36046,7.40377,2019/01/11,12:42:27.205,-51.3,60.04,3117,792,292,EZY7498 
40740B,10669,49.77733,7.78092,2019/01/11,12:42:39.002,-137.14,22.01,4734,818,108,TCX48ZT 
49D2B9,11567,49.95241,7.86740,2019/01/11,12:43:05.348,-84.59,5.46,,859,262,
4242E1,10044,50.22162,7.50894,2019/01/11,12:43:05.349,-56.5,43.61,,766,61,
49D2B9,11567,49.95209,7.86375,2019/01/11,12:43:06.333,-85.07,5.72,,859,262,
49D2B9,11575,49.95190,7.86072,2019/01/11,12:43:07.315,-85.39,5.93,6632,859,262,
4242E1,10044,50.22363,7.51472,2019/01/11,12:43:07.447,-55.95,43.47,,766,61,
49D2B9,11567,49.95154,7.85797,2019/01/11,12:43:08.167,-85.79,6.12,6632,859,262,
49D2B9,11567,49.94984,7.83853,2019/01/11,12:43:14.000,-87.53,7.49,6632,859,262,
49D2B9,11575,49.94725,7.81276,2019/01/11,12:43:21.866,-89.2,9.32,6632,859,262,
407695,5612,49.77873,7.83778,2019/01/11,12:43:23.374,-148.72,20.02,622,603,270,
407695,5688,49.77849,7.81774,2019/01/11,12:43:32.088,-144.16,20.63,622,603,270,
49D2B9,11575,49.94398,7.77709,2019/01/11,12:43:32.875,-90.54,11.87,6632,857,262,TVS1Z   
49D2B9,11567,49.94366,7.77335,2019/01/11,12:43:33.925,-90.64,12.14,6632,857,262,TVS1Z   
49D2B9,11575,49.94334,7.77023,2019/01/11,12:43:34.843,-90.74,12.37,6632,857,262,TVS1Z   
407695,5734,49.77837,7.80622,2019/01/11,12:43:36.939,-141.76,21.01,622,609,269,
49D2B9,11575,49.94279,7.76336,2019/01/11,12:43:36.941,-90.89,12.86,6632,857,262,TVS1Z   
49D2B9,11575,49.94211,7.75700,2019/01/11,12:43:38.841,-91.08,13.32,6632,857,262,TVS1Z   
49D2B9,11575,49.94124,7.74652,2019/01/11,12:43:41.986,-91.28,14.07,6632,857,262,TVS1Z   
3C4B34,4790,50.19467,7.85174,2019/01/11,12:43:43.297,-19.41,28.45,2520,544,320,
49D2B9,11575,49.93887,7.72094,2019/01/11,12:43:49.916,-91.77,15.91,6632,857,262,TVS1Z   
407695,5871,49.77803,7.77491,2019/01/11,12:43:50.245,-135.98,22.18,622,609,269,CFG198  
49D2B9,11567,49.93849,7.71767,2019/01/11,12:43:50.900,-91.84,16.15,6632,857,262,TVS1Z   
407695,5894,49.77794,7.76837,2019/01/11,12:43:52.996,-134.9,22.45,622,609,269,CFG198  
49D2B9,11575,49.93784,7.71032,2019/01/11,12:43:53.127,-91.95,16.67,6632,855,262,TVS1Z   
407695,5917,49.77791,7.76379,2019/01/11,12:43:54.897,-134.17,22.63,622,611,269,CFG198  
49D2B9,11567,49.93730,7.70366,2019/01/11,12:43:55.159,-92.03,17.15,6632,855,262,TVS1Z   
407695,5932,49.77786,7.75967,2019/01/11,12:43:56.733,-133.53,22.81,622,611,269,CFG198  
49D2B9,11567,49.93645,7.69466,2019/01/11,12:43:57.911,-92.16,17.8,6632,855,262,TVS1Z   
49D2B9,11567,49.93575,7.68783,2019/01/11,12:43:59.878,-92.26,18.29,6632,855,262,TVS1Z   
49D2B9,11567,49.93542,7.68472,2019/01/11,12:44:00.992,-92.31,18.52,6632,855,262,TVS1Z   
407695,5978,49.77773,7.74746,2019/01/11,12:44:01.910,-131.71,23.33,622,611,269,CFG198  
49D2B9,11575,49.93491,7.67840,2019/01/11,12:44:02.893,-92.37,18.97,6632,855,262,TVS1Z   
3C4B34,5109,50.22479,7.82227,2019/01/11,12:44:03.353,-22.58,32.22,2520,713,328,
407695,6000,49.77766,7.74291,2019/01/11,12:44:03.875,-131.07,23.54,622,613,269,CFG198  
49D2B9,11567,49.93437,7.67258,2019/01/11,12:44:04.597,-92.44,19.39,6632,855,262,TVS1Z   
49D2B9,11567,49.93403,7.66950,2019/01/11,12:44:05.514,-92.48,19.62,6632,857,262,TVS1Z   
407695,6016,49.77761,7.73764,2019/01/11,12:44:06.039,-130.34,23.77,622,613,269,CFG198  
407695,6069,49.77740,7.72129,2019/01/11,12:44:12.921,-128.22,24.54,622,613,269,CFG198  
49D2B9,11575,49.93025,7.62964,2019/01/11,12:44:17.835,-92.88,22.49,6632,857,262,TVS1Z   
49D2B9,11575,49.92888,7.61656,2019/01/11,12:44:21.834,-93.01,23.44,6632,857,262,TVS1Z   
3C4B34,5285,50.25375,7.79494,2019/01/11,12:44:22.163,-24.79,35.86,2520,724,330,
3C4B34,5330,50.26199,7.78753,2019/01/11,12:44:27.338,-25.29,36.89,2520,724,330,
